"reviews_review","reviews_user"
"I understand that this book is a roman a clef: an autobiographical novel. The 82-year-old Ernaux has novelized the story of her life, and she has done it in an experimental form.
The novel is written chronologically but less in the form of a traditional narrative than in of a succession of moments or impressions. Ernaux alternates personal moments with historical moments as a way of making the book about her generation rather than just about her. She starts with her impoverished childhood in Normandy in the years immediately after World War Two, and her memories of her parents and grandparents talking about the recent World Wars, always using ""we"" and ""us"" as if the hardships of war had turned individuals into a collective. One of the striking things about the book is the contrast between these conversations and the conversations that take place around her own table many years later when she is a grandmother. Her children and grandchildren talk mostly in the first person singular, and mostly about their possessions or new things that they hope to possess. In this way, she powerfully shows us how France changed over the course of her lifetime.
Autobiographical novels are usually very introspective, especially with regard to formative, traumatic experiences. But Ernaux makes very little of her life's traumas. In this, she is the anti-Millennial. Millennials are famous for going on and on about their various traumas. Ernaux glosses over hers in a way that is astonishing. Early in the book, she briefly mentions an incident where it seemed that her father was going to murder her mother. This could not have been an isolated behavior, and the dynamic between her parents must have been traumatizing and formative. Yet we never hear another word about it. Nor do we hear much about her abortion or the reasons for her midlife divorce. I'm not sure why Ernaux took this approach. It probably had to do with her desire to make her story general rather than personal. I also think that she was referring to personal journals. I think back to some of the trauma that I left out of my own personal journals as a very young woman. In hindsight, I feel that I left it out because I was not prepared to deal with it. I was more interested in constructing a self for whom those experiences would not be important. I suspect this may have been part of Ernaux's motivation as well. She certainly came far from her origins.
Ernaux's decision about how to form her story interested me as a writer. But the impersonal approach disappointed me as a reader. I read novels to understand people, to enter the soul of another person, fictional or non-fictional. By withholding her emotions from her readers, Ernaux denied me that satisfaction. I'd love to read this same story told in a more traditional form, with more interiority.
Like my reviews? Check outmy blog
Author of The Saint's Mistress","Kathryn Bashaar"
"Erneaux's book is a mixture of essay, history, memoir, bildungsroman, and feminist philosophy. Tracing her life from her childhood in a small village in post-war France through the various decades leading up to the 21st Century and her approaching 70. Erneaux writes most of it in a first person plural, creating a collective that goes through the significant life stages and cultural earthquakes that hit France over the course of the 20th Century. But Erneaux avoids assuming her experience is universal. That plural ""We"" shifts, but seems to be always aware that it only accounts for a certain group. The French, of course, is a broad circle, but French women in particular. Most of the time white, but sometimes including others when the ""we"" is the ""we"" of students or progressives.
The structure, as well, contributes to my high rating. I read this electronically, so I'm not sure how the concrete object resembles my view, but there are no obvious chapter breaks. There are divisions within the book, and Erneaux will indicate significant shifts by switching from a broad focus back to a close viewing of a historical photograph of the younger Erneaux. She speaks of herself in the third person, suggesting some objectivity about her growth. In the final quarter of the book, her intellectual growth includes the genesis of this book. She writes of the idea forming in her head some 20 years before she finally publishes the work.
Reading the novel was a mixture of personal recognition (I, too, remember some of the events and even shared some of the same emotional responses), but also ignorance with a litany of events in France of which I have zero knowledge. The minimal footnotes helped in some cases, but were often absent, as if I should obviously know what Erneaux was talking about. This didn't bother me much at all, however, because in truth, what was important to me was the attempt to capture a collective memory of a culture. While I didn't understand every reference, I'm sure there are parallel references to events in U.S. history that shaped me in similar ways. Here's a passage I copied that notes what Erneaux is attempting with the book:
By retrieving the memory of collective memory in an individual memory, she will capture the lived dimension of History. This will not be a work of remembrance in the usual sense, aimed at putting a life into story, creating an explanation of self. She will go within herself only to retrieve the world, the memory and imagination of its bygone days, grasp the changes in ideas, beliefs, and sensibility, the transformation of people and the subject that she has seen-perhaps nothing compared to those her granddaughter will see, as will all beings who are alive in 2070. To hunt down sensations that are already there, as yet unnamed, such as the one that is making her write.","Scott"
"Beautiful, beautiful memoir that merges the life of an individual with the story of a nation. Full review later.
--------Full Review-----------------------------
4.5 stars
""Therefore, an existence that is singular but also merged with the movements of a generation. Each time she begins, she meets the same obstacles: how to represent the passage of historical time, the changing of things, ideas, and manners, and the private life of this woman? How the make the fresco of years coincide with the search for a self outside of History, the self of suspended memories transformed into the poems she wrote at twenty...""
'The Years' is a beautiful memoir that captures the life of Ernaux as the voice of French life from 1940 to 2006. Written in the first person plural, it expands a single woman's life to that of her nation, and focuses, without diminishing, the idea of French existence to a woman's POV during les années(the years). Using a handful of photographs as pillars marking pivotal moments, it branches into the French culture, society, political landscape, economy, and what not, and lets you see the country from an eye different from that of textbooks that would have reduced it to definitive moments; all the while blending it with the reflections of a woman processing the changes within herself and the nation, both aging and evolving.
Like life, there were moments of profundity in the beginning and end, while the middle sagged a bit. The endless list of French politicians, TV shows, and unelaborated cultural moments were tough to keep up with (and frankly weren't worth remembering) but the idea that every ordinary man lives through history and a specific way of life that is forever unique, completely fascinated me. The translator, Alison Strayer has done a brilliant job.
When I mentioned this book to a friend, he asked me if a book like this could be written within the Indian imagination. I'm not sure it can for I don't know if a definitive 'Indian' life exists, and I don't have confidence in narrowing (without reducing) the diversity of Indian life into one voice. I'd love to see someone try though!","Chaitanya Sethi"
"I began Les Années more enthralled than I thought I would be. By the halfway mark, though, I found myself bored and annoyed by turns and left with little desire to read to the end. I found Ernaux's reflections on ageing and the sudden passage of time quite touching, how words like 'quarante' or 'retraite' suddenly appear and catch us off guard. In this respect I thought the book well crafted, as if it had managed to simulate how our memories work. I enjoyed some of the societal critique - especially about phones, hypermarkets and sprawling and soulless suburban development - but much of it felt so unoriginal and obvious, and at times the novel turns into a predictable and worn-out catalogue of right-thinking idées reçues and clichéd events.
Not that there is anything wrong with this per se, but it was dispiriting to watch Ernaux's political concerns - rather like her life itself - drift along in a state of vapid indifference and ghostlike nothingness. Perhaps our heroine's indifference to all that life has thrown at at her is entirely the point of this self-proclaimed new type of autobiography, but I struggled to feel anything for her at all. And what about all of the other characters? She might mention again and again how much she wanted to write like Proust, but at least he created a world populated by the thoughts and feelings of the people that surround his narrator: in The Years, Ernaux's family are even more insubstantial than herself. I'm left far more excited to read a tell-all memoir from her ex-husband than any of her other books...
I recently watched an interview with Ernaux in which she claimed her detractors are just those that haven't read her. Well, at least now I can claim to no longer be among their number. The book would be a good introduction to the major social changes and historical events of the last several decades and of one woman's life within them, but it's hard to get quite so excited when we know all of these things already. Perhaps her imaginary reader from 2070 will be more kind.","Monty"
"A narrative history of personal, political, national and international events from 1941 up to 2006, through memories, moments of history, and personal commentary. A rich and generous autobiographical archive, that is indeed of the time.
From war and rations, through the national political choices of the day. The moments of world triumph and horror, progress and repetition. From the collapse of the Berlin Wall, to the appearance of the computer. The fizz of Y2K, the demise or crumble of other nations, the battles. French political faces, times of hardship and economic downturn, to crucial world events that changed us all.
Having read much of Annie Ernaux's oeuvre this year, this final volume has included a recap and reconfigure of the key moments including her childhood, the moment of shame between her parents, her abortion, her loves, the death of her father, her elicit affairs, being a carer to her mother. These are all placed in the chronology of this comprehensive but engaging history.
Spliced by the vivid description of a photograph of herself, in a time and place, in the fashion of the day, in a setting and moment captured, this pause each time brings us back to Annie within the timeline.
Told in the third person, this allows a critique of the time, within the reflection. Placing Annie in these moments, with a degree of distance. She also shares some of her thoughts on process about coming at this very book.
A brilliant capture of a life, the times ever changing. A reflection of the passing of time, the growth and change of a person, a nation, a world community. A memorable little volume of a life really lived.","Natasha (jouljet)"
"I'm ashamed to admit that I had never heard of Annie Ernaux before she received the Nobel Prize last year. Then one day a reader friend of mine recommended this particular book of hers, The Years is a cumulative history of one individual and an entire country that spans from 1940 (the author's birth year) to 2006.
The story is told through a collage of ""moments"" drawn from various sources, including movie posters, political slogans, best-selling books, and significant events. There are two stories: one is told in the third-person's voice, which is disruptively the most intimate, and the other is told in the 'we' voice. It took me some time to understand this, but then quickly it becomes easier.
Even though I couldn't understand a lot of the references to French individuals and events, it didn't really matter. The fact that most historical events are similar made it clear how difficult life was in the past. We all learn about the challenges of our great-grandfathers.
She is critical of France- its involvement in the Holocaust, the long-lasting effects of the two World Wars, and its less-than-stellar past.
All of these topics are written honestly, including the restriction on female sexual agency and its struggle with freedom, and liberation brought on by the pill, the quick transition to a consumerist economy, and the spirited use of technology which would herald the start of an endless spiral of unfulfilled yearning.
The Years, is a book for all time, and it talks about things from the past and the present. It's beyond its time and I will highly recommend this to all.
Please don't miss out on this, it's not an easy read but it's worth it.
Happy Reading!!","Megha Chakraborty"
"Wow. This book is truly a magnum opus, and I’m still in awe at the ingenuity and creativity of the idea of a collective impersonal autobiography, at its masterful execution through careful word choice and breathless, winding sentences (also on the part of the translator, who successfully conveyed elements intrinsic to the French language like the pronoun ‘on’). Ernaux somehow managed to tell the story of her own life and of an entire generation at once, expertly zooming in and out and back again. One can only hope to mirror a project of this scale.
The only reason I give it four stars instead of five is because it could become a bit dull or monotonous to read at times, but that is a small price to pay for the brilliant reflection of the incessant passage of time without chapter breaks or clear transition points. I also think it would be less exciting or easy to understand for those unfamiliar with French history and culture.
This really is amazing. I adore books that address the phenomenons of memory and youth slipping away, and the “palimpsest self” finally put words to a sensation that I’ve increasingly felt over the past year. It was a sobering touch to include detailed descriptions of and introspection about photographs/videos of the author throughout the years. I also enjoyed the interspersed lists throughout.
SUCH a groundbreaking idea.","Maryam"
"5 stars; a masterful and unusual memoir that still manages to be poignant and funny
If a droplet of water could write a memoir, how would it distinguish its actions from those of the ocean? It probably couldn't and that seems to be the guiding principle behind Ernaux's The Years too which tells a memoir of the history of all women from postwar France to the present rather than focusing much on the personal life of its author. Told in relentless, stylish, and surprisingly funny 1st person plural, The Years really makes you feel the toll and exhausting procession of time despite its short length. I've never read a book quite like this before but found myself completely riveted. My only minor qualm is that the story occasionally dips into a metafictional element where Ernaux contemplates how certain periods of time should be represented in the final book and I'm not convinced it adds all that much to the story but at least it doesn't take much away either since these interjections are brief. All in all, it's quite an amazing book and I can only imagine how much better it must be in the original French since the translator's note really made clear how difficult it was to correctly translate the tenses and pronouns of the narration.","Kevin James"
"It’s definitely a hard read if you’re not familiar with French culture and history. However, I would’ve probably given it 5 stars if I was French myself. It’s a beautifully written memoir, that’s put together from snippets of history and personal life memories. It takes you through a whole lifetime of one woman living in France and tells you history from a unique angle. The writing is quite eccentric, probably not to everyone’s taste. I also specifically enjoyed feminist thoughts of the main character throughout the book.
Here are two of my favorite quotes:
""At times, she feels weighed down by the quantity of her learning. Her body is young and her thinking is old. In her diary she writes that she feels 'hypersaturated with all-purpose ideas and theories, that she is 'looking for another language and 'longs to return to an original purity'. She dreams of writing in a language no one knows. Words are 'little embroidery stitches around a tablecloth of night'. Other sentences contradict this lassitude: I am a will and a desire'. She does not say for what.""
""I'm afraid of settling into this quiet and comfortable life, and afraid to have lived without being aware of it.""","Eliza Saftyuk"
"I found this book off-putting and impersonal at first, as the author tells the story of her life as part of the story of her time and place - a memoir using ""she"" and ""we,"" but never ""I."" Did details belong to the author's life or to French history? I couldn't always tell, and after a while I didn't much care. But as the book neared the end, Ernaux's sentient self, as opposed to the description of her life, became powerfully real. I felt her aging and experiencing life and time in ways that are intensely personal and yet also cosmic. The book came together and, more important, affected me.","Cheri"
"Not as involving as I wanted it to be, partially because I don’t know 20th century French history that well so the lengthy sections describing reactions to political and social crises and events didn’t resonate - except for the section on May ‘68, since I took a fascinating seminar on that. However the sections were she got personal with her own life were intimate, penetrating and very intriguing. Definitely a mixed experience over all, but would be interested in reading her memoirs that focus solely on her.
But congrats to Miss Annie on her Nobel!","Liam Oznowich"
"As I began this book I noticed a surge of surprising responses within myself.
To start, the structure of the book is innovative for the genre which is a memoir of her life, but is written like no memoir I’ve read before. Instead of using the intimate first person singular, she adopts the first person plural, we”, or sometimes, “she.” This has the effect of putting the reader at arms length, and feels detached. It feels very French, formal. Quelle froideur, I thought as she presents her life from early childhood memories to old age. But then something changed. As I became more immersed in her life review, I began to appreciate what Annie Ernaux is doing by forging a new method. She is in the story, yes, but she is also speaking more broadly of her generation, a specific subset that is provincially rooted yet educated, intellectual, self aware. I love that her personal narrative is braided into the larger political, economic, and social events of her time. This book made me feel the shock of the massive changes that have transformed, for better and worse the period from the 1940s to the second decade of the 21st century.
There are plenty of French references to politicians and writers that went over my head, but also points of convergence that anyone close to her age in the West can relate to.
In the end, her melancholy at the death of her youthful dreams was balanced somewhat by her treasured moments. Oh, and she has a young lover many years her junior. Oh, those French women!","Connie"
"A book that is deeply rooted it its historical time and space, but also transcends both. It describes “an existence that is singular but also merged with the movements of a generation.” Although lots of the references about French history and culture went completely over my head, I also related to the stories about growing up and the different phases of life, so vividly described. I can see why this has won so many awards. Deeply feminist, raw, and innovative writing. Hard to get into at first, but I found myself clapping at several points throughout. It’s a book that sticks with you, even if you don’t always love it.
“Other people’s memories gave us a place in the world.”","Giulia Zzz"
"'She would like to assemble the multiple images of herself, separate and discordant, thread them together with the story of her existence, starting with her birth during World War II up until the present day [...] an existence that is singular but also merged with the movements of a generation.'
.
This is an incredible book, a kind of collective autobiography that takes in the sweep of social and political change in France from the 1940s to today. It's also a generous yet critical account of how people have chosen to live, from their occupations and acquisition of things to marriage and family meals. It's an engrossing read.","Emily"
"They will all vanish at the same time, like the millions of images that lay behind the foreheads of the grandparents, dead for half a century, and of the parents, also dead. Images in which we appeared as a little girl in the midst of beings who died before we were born, just as in our own memories our small children are there next to our parents and schoolmates. And one day we’ll appear in our children’s memories, among their grandchildren and people not yet born. Like sexual desire, memory never stops. It pairs the dead with the living, real with imaginary beings, dreams with history.
The nomination of Annie Ernaux's The Years (translated from the French by Alison L. Strayer) for the 2019 Man Booker International Prize stirred up some heated discussions in some corners of the bookish internet on whether the book should have even been eligible for the prize since it's essentially an autobiography, comprised of the author's own memories and even some family photos.
From the outset, and judging from the description, I must admit that I was inclined to side with the people who said ""No"", however, after reading the book and reflecting on it in more depth, my opinion changed and I think that such unconventional narratives do have a place among the nominees for a fiction prize, particularly, a prize for translated fiction which should (ideally) showcase not just different perspectives, experiences, and cultural traditions from around the world, but also the variety of narrative structures and writing styles that exist in world literature. Isn't this one of the reasons why so many of us are interested in translated fiction?
In an interview for The Guardian, French author Annie Ernaux describes The Years as a ""collective history via my feelings and recollections"" and it exists on a tentative border between non-fiction and fiction. Ernaux uses the first-person plural personal pronoun ""we"" and the gender-neutral pronoun ""one"", and, in some parts of the narrative, refers to herself in the third person as ""she"" to create a rather unconventional autobiographical novel that tries to encompass the experiences of a whole generation of French women. Instead of solely focusing on her own memories, the author places her personal experiences within the context of her generation, simultaneously challenging existing stereotypes about memoirs written by women and providing fascinating insights into the lives of ordinary people in post-war France.
The Years is written as a continuous, easily-flowing narrative, comprised of personal memories, historical events, and pop culture references that together form a nuanced account of the various political, social and cultural transformations that France went through after World War II. As opposed to more conventional memoirs, the central character of The Years seems to be time itself, and the story focuses on how the passing and fleeting nature of time and significant historical events over the period of 60 years affected the lives of the whole post-war generation, mixed with scenes and elements from Ernaux's individual life that briefly interrupt the impersonal narrative.
It will be a slippery narrative composed in an unremitting continuous tense, absolute, devouring the present as it goes, all the way to the final image of a life. An outpouring, but suspended at regular intervals by photos and scenes from films that capture the successive body shapes and social positions of her being – freeze-frames on memories, and at the same time reports on the development of her existence, the things that have made it singular, not because of the nature of the elements of her life, whether external (social trajectory, profession) or internal (thoughts and aspirations, the desire to write), but because of their combinations, each unique unto itself. To this ‘incessantly other’ of photos will correspond, in mirror image, the ‘she’ of writing. There is no ‘I’ in what she views as a sort of impersonal autobiography. There is only ‘one’ and ‘we’, as if now it were her turn to tell the story of the time-before.
Ernaux masterfully interweaves her personal memories into this collective narrative, however, due to the unusual way that the story is told, some readers might find this book somewhat unemotional. Ernaux gives us a glimpse into some of the key moments in her life, but she doesn't go into much detail about these events and how they affected her emotionally, and, while I think that this was an intentional choice that was also an integral part in upholding her vision of creating a ""collective autobiography"" of her generation, I suspect that, for those, who aren't very familiar or particularly interested in the history of modern France, this book might seem a bit flat and cerebral. For me, it worked and I found it to be a very compelling and thought-provoking read, but, then again, I'm not a big fan of traditional autobiographies.
The Years definitely deserves all the praise that it has already received, and I'm glad that it made it onto the 2019 Man Booker International Prize longlist (and shortlist!) because I probably wouldn't have read it otherwise, and now I'm convinced that I need to explore more of Ernaux's work.","Agnese"
"ik houd van annie ernaux omdat ze zo eerlijk is
'but now, more than anything, she would like to capture the light that suffuses faces that can no longer be seen and tables groaning with vanished food, the light that has was already present in the stories of Sundays in childhood and has continued to settle upon things from the moment they are lived, a light from before.'","Melissa"
"Got this when I was in Paris (brag) because Annie Ernaux is so hot rn and I can absolutely see why! It's kiiind of a memoir about a woman's life from WWII up to present day, but told from a 3rd person and Royal We perspective. It was like she was examining herself from the outside, but examining society and The Way We Lived from the inside. Different and interesting!","Eric"
"my favourite book ever rn
Peak form and substance. I put it on a list with Yi Yi (2000), One Hundred Years of Solitude, (Hypernormalisation),,,
The book’s ambition, to capture an essence of the life lived, of History, is daunting and yet she does it,, and I’m grateful she did
vague memory of Joachim Trier saying you can tell everyone’s story via the very particular","garry"
"In Annie Ernaux's ""impersonal autobiography"", she writes herself into the intersection between personal history and the collective memory of her generation. Instead of centering her memoir around the pronoun ""I"", she uses instead the pronouns ""we"" or ""she"" when referring to herself, or sometimes she uses ""people"". The book is an immersive retelling of a very specific version of French life (white, female, petit-bourgeois with working class parents) against the larger backdrop of historical events like the May '68 protests and the Algerian War. Her divorce, for example, shakes her out of a long period of lethargy just as she is thrusted into the Mitterand election in 1981 and then economic austerity in favour of the free-market economy. As the translator Alison L. Strayer notes in the afterword, there are many different times and ""speeds"" in the narrative, and sentences shrink or expand to contain multiple running threads as the story of Ernaux's life laps against the shore of history. For personal reasons, I was also especially moved by the earlier sections of the book when she is growing up and growing apart from her working class parents.
It will be a slippery narrative composed in an unremitting continuous tense, absolute, devouring the present as it goes, all the way to the final image of a life. An outpouring, but suspended at regular intervals by photos and scenes from films that capture the successive body shapes and social positions of her being–freeze-frames on memories, and at the same time reports on the development of her existence, the things that have made it singular, not because of the nature of the elements of her life, whether external (social trajectory, profession) or internal (thoughts and aspirations, the desire to write), but because of their combinations, each unique unto itself. To this ‘incessantly other’ of photos will correspond, in mirror image, the ‘she’ of writing.
There is no ‘I’ in what she views as a sort of impersonal autobiography. There is only ‘one’ and ‘we’, as if now it were her turn to tell the story of the time-before.","Krys"
"Memory's force reigns powerfully for Ernaux, and she wrests control back through an astonishing act of expansive record-keeping for her generation's thoughts, hopes, fears, and foibles. Further, Erneaux presents her case with blemishes and indelicacies relatively unvarnished. The word for this kind of a book must be ""riveting"": permanently fastened, driven through circular power (which is to say persistence), and strong enough to hold fast.","Leif"
"Autobiographical novel with interesting POV (with which I had some big problems) is told in snippets, from postwar years till present time. In the foreground is development, progress in the society combined with author’s personal experiences and thoughts, impact of the society on individual and vice versa. Very well written and very interesting, structured look at one life.","Simona"
"MBI2019 Book 6/13
I liked what the author was trying to achieve with her narrative technique but felt the execution was too limited, you need to be the same age, gender and nationality to fully appreciate everything.
Full review here soon https://thereadersroom.org/","Book Wormy"
"Boring boomer barf. If you can make sense of the very specific pop cultural references you probably don't need this (awful?) English translation. Parts of it read like We Didn't Start the Fire France edition.","Chahula"
"”By retrieving the memory of the collective memory in an individual memory, she will capture the lived dimension of History.”
And she did. The end product is a wonderful recollection of a lifetime.","Hilal Tekmen"
"3.75*
Some of the most resonant and sensitive writing on ageing in the final stretch, bordering a bleakness. A family birth is a sign of your removal - Eek. Not very hopeful, but why would it be.","Morts."
"Astonishing in its economy and rhythm. Highly recommended.","Brad"
"A great achievement. To think about it conceptually--a memoir of a lifetime in a particular place, sex, circumstance--it seems difficult to pull off. But she does. Epic.","Sarah"
"I've nothing intellectual to add to the many praises and commentary on Annie Ernaux and her works but gosh I love her writing so much.","cyn"
"this is the memoir to end all other memoirs... many thoughts to come... maybe my favorite living writer atm","jen"
"This is my review of Ernaux's The Years, published first at LA Review of Books:
THE YEARS BY Annie Ernaux, one of the most important and well-read French memoirists, is a collection of recollections — or the compilation of “abbreviated memories,” as she calls them. The book is placed somewhere on the edges of literature, history, and sociology. It moves in fragments, from personal to common, from exceptional to ordinary and vice versa.
""Other people’s memories gave us a place in the world.""
Ernaux examines each year of her life, from 1940 to 2006, without ever using the pronoun “I.” As if she is absent from her own life, and the memories belong to a stranger. In a unique way for memoir writing, her narration is told from the point of view of an ambiguous third person. In French, “on” is a generic/collective “he/she,” which could be translated to “one” in English. But it is very difficult to maintain a whole book, narrated in “one” point of view, so, in the translation, instead of this generic third person, “we” has been used. Unlike the classic form of the genre, which can be defined as solely focusing on the author’s personal life events, The Years is a new form of writing a memoir where the sense of urgency is intertwined with muted emotions. As much as a writer such as Karl Ove Knausgaard lets his imagination take off in reimagining and rebuilding his past life with fiction and memories indistinguishable from one another, Ernaux does the opposite. Unlike her previous work, all autofiction, in The Years she doesn’t intend to reexamine and fictionalize her life. Her main focus is to stay away from fiction, truthful to her own exact memories from the world she has lived in, throughout the years. She writes in a voice that can be described, most of the time, as journalistic (not sensational journalism, but informative journalism), but there is an undertone of melancholy without ever being overly melancholic or poetic. Ernaux keeps the images two dimensional, therefore love, despair, hatred, or hope are absent from the surface of the page.
""All the images will disappear […] Everything will be erased in a second. The dictionary of words amassed between cradle and deathbed, eliminated. All there will be is silence and no words to say it. Nothing will come out of the open mouth, neither I nor me. Language will continue to put the world into words. In conversation around a holiday table, we will be nothing but a first name, increasingly faceless, until we vanish into the vast anonymity of a distant generation.""
The process of reading The Years is similar to a treasure box discovery, filled with old family photo albums, some having a few words in the back, yellowish and falling apart. For the reader, the images of the past reveal themselves in broken shapes and forms with holes all over. You leaf through this pile of images and texts and feel immersed in the past. The years have come and gone, and most of the moments lived — captured only in photos and partially in memory— have vanished.
There is a parallel between reading The Years and a whirling dervish who is turning incessantly, slowly transcending into a state of “high” beyond the present moment. The reader might be tempted to turn her head away, yet at the same time wonder how much longer the dervish would continue his rise to the out-of-this-world state.
The future is replaced by a sense of urgency that torments her. She [Ernaux] is afraid that as she ages her memory will become cloudy and silent, as it was her first years of life, which she won’t remember anymore.
Approaching an age where death becomes a near possibility, she writes to remember a past that seems to be slipping away. With time and distance, Ernaux becomes an observer of the events of her own life. And by doing so, the reader — instead of becoming a witness to one’s life and feeling empathy and emotions for someone else (the writer) — slowly becomes part of the narration, and creates a new kind of inward sentimentality. Almost as if it is the writer who is the witness to her reader’s memories. This phenomenon could be compared to intertextuality.
Reading The Years makes the reader ponder the meaning of literature. Is Ernaux’s work “literature” per se, or a study in sociology? When a memoir lacks the author’s emotions, and when it is written, on purpose, with no intention of moving its reader, how can we still call it a work of art? What is Art?
Ernaux has revealed in interviews that she has been taking notes for decades to prepare for writing this book, which, for the right reason, is called her magnum opus. At first glance and through the first pages, the book’s unfamiliar form tests the reader’s patience. After reading two dozen snippets, the reader might wonder how much longer she can go on. There are many cultural, political, and historical references, unfamiliar to the reader who has no background or interest in the French/francophone world. The Years is not an easy read, having no plot, climax, moral lesson, or humor. These are the intimate details of a French life that might go over the heads of many. It is not a fast read either.
It is the kind of book you close after reading a few pages, carried away by the bittersweet taste it leaves in your mind. If you persist, opening yourself to the rhythm and brief impressions, the narration impacts your mind, and you discover a meaning behind the facade. The real magic happens outside of the book, or indirectly beneath the flow of reading each individual snippet. At some point, the reader is moved by an anecdote of her own life, as she recognizes herself in a singular memory of the collective voice of the narration. Parallel to the linear act of reading, the reader transcends into a vertical movement toward personal experiences and vague reminiscences. This makes the memoir “un-personal,” and by eliminating herself from the memory, Ernaux transforms her life into history and her memories into the collective memory of a generation.
We read about the effect of the war on the youth in France, World War II and La guerre d’Algérie, the girl in the black-and-white photo and her place in the world, feminism, sexuality, the digital revolution, and color TV, most popular books and pop songs, the way girls dressed up and dreamed, existentialism, Ernaux’s marriage and maternity, September 11, her father’s death, her cancer, her career, love, the evolution of morality, communists, Arabs in France and immigration, banlieu de Paris, et cetera.
""Between what happens in the world and what happens to her, there is no point of convergence. They are two parallel series: one abstract, all information no sooner received than forgotten, the other all static shots.""
Is it possible to grasp the true sense of a life lived, through a backward glance at static shots that remain in one’s memory? Kafka says, “We photograph things in order to drive them out of our minds. My stories are a way of shutting my eyes.” Ernaux doesn’t write to not be forgotten. She doesn’t write for some continuation after her death. For her, images disappear, so she has no other option than to write to capture those moments on the verge of disappearing. She writes to bring to life those static shots, trapped in the passage of time, for the future generations. The little girl in the black-and-white photo can be any other little girl. And the picture of her late sister at six represents all dead children of those years, because “[t]here were dead children in every family.” This is how the particular becomes universal and one’s tragedy transforms into human tragedy.
Since her first memoir, The Place (1983), Ernaux has been writing the story of her life, and with each book, she has gone deeper and deeper to the core of these events. In the process, she has revolutionized the art of memoir by removing the sentimentality out of her voice. Annie Ernaux, largely translated in Europe, is less known in the United States, maybe because the American publishing industry is less interested in little, intimate memoirs. The French language by nature is lyrical and full of music. Translating Ernaux, with her particular “unpoetic” voice, doesn’t seem to be an easy task. But Alison L. Strayer, faithful to Ernaux’s intention, has kept the book’s authentic color and rhythm, the un-poetry of the text, but also its poetic undertone.
Even if you haven’t lived in the same decades, even if you have never set foot in France, you still might be moved, bouleversé by an unexplainable melancholy. Your own memories are mixed with images of a world you don’t know, and yet it seems so familiar: a world that is banal, yet still legendary. Insignificant and still mythological. It is a meta-nostalgia if we use scientific definition. Like a model of nostalgia that might fit everyone and anyone. In a sense, the actual reading of the book starts at the end, in the last few pages where she explains her true intention: “By retrieving the memory of collective memory in an individual memory, she [Ernaux] will capture the lived dimension of History.” And the last sentence: “Save something from the time where we will never be again.”","Azarin"
"I understand that this book is a roman a clef: an autobiographical novel. The 82-year-old Ernaux has novelized the story of her life, and she has done it in an experimental form.
The novel is written chronologically but less in the form of a traditional narrative than in of a succession of moments or impressions. Ernaux alternates personal moments with historical moments as a way of making the book about her generation rather than just about her. She starts with her impoverished childhood in Normandy in the years immediately after World War Two, and her memories of her parents and grandparents talking about the recent World Wars, always using ""we"" and ""us"" as if the hardships of war had turned individuals into a collective. One of the striking things about the book is the contrast between these conversations and the conversations that take place around her own table many years later when she is a grandmother. Her children and grandchildren talk mostly in the first person singular, and mostly about their possessions or new things that they hope to possess. In this way, she powerfully shows us how France changed over the course of her lifetime.
Autobiographical novels are usually very introspective, especially with regard to formative, traumatic experiences. But Ernaux makes very little of her life's traumas. In this, she is the anti-Millennial. Millennials are famous for going on and on about their various traumas. Ernaux glosses over hers in a way that is astonishing. Early in the book, she briefly mentions an incident where it seemed that her father was going to murder her mother. This could not have been an isolated behavior, and the dynamic between her parents must have been traumatizing and formative. Yet we never hear another word about it. Nor do we hear much about her abortion or the reasons for her midlife divorce. I'm not sure why Ernaux took this approach. It probably had to do with her desire to make her story general rather than personal. I also think that she was referring to personal journals. I think back to some of the trauma that I left out of my own personal journals as a very young woman. In hindsight, I feel that I left it out because I was not prepared to deal with it. I was more interested in constructing a self for whom those experiences would not be important. I suspect this may have been part of Ernaux's motivation as well. She certainly came far from her origins.
Ernaux's decision about how to form her story interested me as a writer. But the impersonal approach disappointed me as a reader. I read novels to understand people, to enter the soul of another person, fictional or non-fictional. By withholding her emotions from her readers, Ernaux denied me that satisfaction. I'd love to read this same story told in a more traditional form, with more interiority.
Like my reviews? Check outmy blog
Author of The Saint's Mistress","Kathryn Bashaar"
